name,description,clean_text,tags,views,comments
Charles Leadbeater: The era of open innovation,"In this deceptively casual talk, Charles Leadbeater weaves a tight argument  that innovation isn't just for professionals anymore. Passionate amateurs, using new tools, are creating products and paradigms that companies can't.","['deceptively', 'casual', 'talk', 'charles', 'leadbeater', 'weave', 'tight', 'argument', 'innovation', 'professional', 'anymore', 'passionate', 'amateur', 'new', 'tool', 'create', 'product', 'paradigm', 'company']","['business', 'collaboration', 'culture', 'economics', 'innovation', 'invention', 'media', 'open-source', 'product design']",1409327,91
"Pilobolus: A dance of ""Symbiosis""","Two Pilobolus dancers perform ""Symbiosis."" Does it trace the birth of a relationship? Or the co-evolution of symbiotic species? Music: ""God Music,"" George Crumb; ""Fratres,"" Arvo Part; ""Morango...Almost a Tango,"" Thomas Oboe Lee.","['pilobolus', 'dancer', 'perform', 'symbiosis', 'trace', 'birth', 'relationship', 'co', 'evolution', 'symbiotic', 'specie', 'music', 'god', 'music', 'george', 'crumb', 'fratre', 'arvo', 'morango', 'tango', 'thomas', 'oboe', 'lee']","['dance', 'entertainment', 'nature', 'performance', 'science', 'science and art']",3051507,222
Anna Deavere Smith: Four American characters,"Writer and actor Anna Deavere Smith gives life to author Studs Terkel, convict Paulette Jenkins, a Korean shopkeeper and a bull rider, excerpts from her solo show ""On the Road: A Search for American Character.""","['writer', 'actor', 'anna', 'deavere', 'smith', 'give', 'life', 'author', 'studs', 'terkel', 'convict', 'paulette', 'jenkins', 'korean', 'shopkeeper', 'bull', 'rider', 'excerpt', 'solo', 'road', 'search', 'american', 'character']","['MacArthur grant', 'United States', 'culture', 'entertainment', 'history', 'interview', 'performance', 'performance art', 'race', 'sports', 'storytelling', 'theater']",978825,111
Saul Griffith: Everyday inventions,"Inventor and MacArthur fellow Saul Griffith shares some innovative ideas from his lab -- from ""smart rope"" to a house-sized kite for towing large loads.","['inventor', 'macarthur', 'fellow', 'saul', 'griffith', 'share', 'innovative', 'idea', 'lab', 'smart', 'rope', 'house', 'sized', 'kite', 'tow', 'large', 'load']","['MacArthur grant', 'collaboration', 'design', 'innovation', 'invention', 'materials', 'open-source', 'product design', 'technology']",442553,28
Neil Gershenfeld: Unleash your creativity in a Fab Lab,MIT professor Neil Gershenfeld talks about his Fab Lab -- a low-cost lab that lets people build things they need using digital and analog tools. It's a simple idea with powerful results.,"['mit', 'professor', 'neil', 'gershenfeld', 'talk', 'fab', 'lab', 'low', 'cost', 'lab', 'let', 'people', 'build', 'thing', 'need', 'digital', 'analog', 'tool', 'simple', 'idea', 'powerful', 'result']","['code', 'computers', 'culture', 'education', 'engineering', 'invention', 'materials', 'science', 'social change', 'technology']",691814,64
Carl Honoré: In praise of slowness,"Journalist Carl Honore believes the Western world's emphasis on speed erodes health, productivity and quality of life. But there's a backlash brewing, as everyday people start putting the brakes on their all-too-modern lives.","['journalist', 'carl', 'honore', 'believe', 'western', 'world', 'emphasis', 'speed', 'erode', 'health', 'productivity', 'quality', 'life', 'backlash', 'brewing', 'everyday', 'people', 'start', 'put', 'brake', 'modern', 'life']","['choice', 'culture', 'happiness', 'health', 'parenting', 'personal growth', 'potential', 'psychology', 'work-life balance']",2441805,226
Bill Clinton: My wish: Rebuilding Rwanda,"Accepting the 2007 TED Prize, Bill Clinton asks for help in bringing health care to Rwanda -- and the rest of the world.","['accept', '2007', 'ted', 'prize', 'bill', 'clinton', 'ask', 'help', 'bring', 'health', 'care', 'rwanda', 'rest', 'world']","['Africa', 'TED Prize', 'business', 'culture', 'economics', 'global issues', 'health care', 'technology']",849859,97
E.O. Wilson: My wish: Build the Encyclopedia of Life,"As E.O. Wilson accepts his 2007 TED Prize, he makes a plea on behalf of all creatures that we learn more about our biosphere -- and build a networked encyclopedia of all the world's knowledge about life.","['e.o.', 'wilson', 'accept', '2007', 'ted', 'prize', 'make', 'plea', 'behalf', 'creature', 'learn', 'biosphere', 'build', 'networked', 'encyclopedia', 'world', 'knowledge', 'life']","['TED Prize', 'ants', 'biodiversity', 'biology', 'ecology', 'global issues', 'insects', 'nature', 'science', 'technology']",1335732,89
James Nachtwey: My wish: Let my photographs bear witness,"Accepting his 2007 TED Prize, war photographer James Nachtwey shows his life's work and asks TED to help him continue telling the story with innovative, exciting uses of news photography in the digital era.","['accept', '2007', 'ted', 'prize', 'war', 'photographer', 'james', 'nachtwey', 'show', 'life', 'work', 'ask', 'ted', 'help', 'continue', 'tell', 'story', 'innovative', 'exciting', 'us', 'news', 'photography', 'digital', 'era']","['activism', 'art', 'culture', 'global issues', 'media', 'photography', 'poverty', 'social change', 'storytelling', 'war']",1262674,107
Jane Goodall: What separates us from chimpanzees?,"Jane Goodall hasn't found the missing link, but she's come closer than nearly anyone else. The primatologist says the only real difference between humans and chimps is our sophisticated language. She urges us to start using it to change the world.","['jane', 'goodall', 'find', 'miss', 'link', 'come', 'close', 'nearly', 'primatologist', 'say', 'real', 'difference', 'human', 'chimp', 'sophisticated', 'language', 'urge', 'start', 'change', 'world']","['Africa', 'animals', 'culture', 'environment', 'global issues', 'nature', 'primates', 'science']",1663001,161
Seth Godin: How to get your ideas to spread,"In a world of too many options and too little time, our obvious choice is to just ignore the ordinary stuff. Marketing guru Seth Godin spells out why, when it comes to getting our attention, bad or bizarre ideas are more successful than boring ones.","['world', 'option', 'little', 'time', 'obvious', 'choice', 'ignore', 'ordinary', 'stuff', 'marketing', 'guru', 'seth', 'godin', 'spell', 'come', 'get', 'attention', 'bad', 'bizarre', 'idea', 'successful', 'boring', 'one']","['TED Brain Trust', 'business', 'choice', 'culture', 'marketing', 'storytelling']",5570544,220
James Watson: How we discovered DNA,"Nobel laureate James Watson opens TED2005 with the frank and funny story of how he and his research partner, Francis Crick, discovered the structure of DNA.","['nobel', 'laureate', 'james', 'watson', 'open', 'ted2005', 'frank', 'funny', 'story', 'research', 'partner', 'francis', 'crick', 'discover', 'structure', 'dna']","['DNA', 'culture', 'genetics', 'history', 'invention', 'science', 'storytelling', 'technology']",1520908,114
Al Seckel: Visual illusions that show how we (mis)think,"Al Seckel, a cognitive neuroscientist, explores the perceptual illusions that fool our brains. Loads of eye tricks help him prove that not only are we easily fooled, we kind of like it.","['al', 'seckel', 'cognitive', 'neuroscientist', 'explore', 'perceptual', 'illusion', 'fool', 'brain', 'load', 'eye', 'trick', 'help', 'prove', 'easily', 'fool', 'kind', 'like']","['brain', 'cognitive science', 'culture', 'design', 'illusion', 'psychology']",2138907,88
Dean Kamen: To invent is to give,Inventor Dean Kamen lays out his argument for the Segway and offers a peek into his next big ideas (portable energy and water purification for developing countries).,"['inventor', 'dean', 'kamen', 'lay', 'argument', 'segway', 'offer', 'peek', 'big', 'idea', 'portable', 'energy', 'water', 'purification', 'develop', 'country']","['business', 'cars', 'industrial design', 'innovation', 'invention', 'robots', 'science', 'social change', 'sustainability', 'technology', 'transportation']",680134,130
Juan Enriquez: The life code that will reshape the future,"Scientific discoveries, futurist Juan Enriquez notes, demand a shift in code, and our ability to thrive depends on our mastery of that code. Here, he applies this notion to the field of genomics.","['scientific', 'discovery', 'futurist', 'juan', 'enriquez', 'note', 'demand', 'shift', 'code', 'ability', 'thrive', 'depend', 'mastery', 'code', 'apply', 'notion', 'field', 'genomic']","['DNA', 'TED Brain Trust', 'biotech', 'business', 'culture', 'genetics', 'invention', 'science', 'technology']",690928,49
Stefan Sagmeister: Happiness by design,Graphic designer Stefan Sagmeister takes the audience on a whimsical journey through moments of his life that made him happy -- and notes how many of these moments have to do with good design.,"['graphic', 'designer', 'stefan', 'sagmeister', 'take', 'audience', 'whimsical', 'journey', 'moment', 'life', 'happy', 'note', 'moment', 'good', 'design']","['TED Brain Trust', 'art', 'design', 'happiness', 'typography']",1762302,86
Alex Steffen: The route to a sustainable future,"Worldchanging.com founder Alex Steffen argues that reducing humanity’s ecological footprint is incredibly vital now, as the western consumer lifestyle spreads to developing countries.","['worldchanging.com', 'founder', 'alex', 'steffen', 'argue', 'reduce', 'humanity', 'ecological', 'footprint', 'incredibly', 'vital', 'western', 'consumer', 'lifestyle', 'spread', 'develop', 'country']","['alternative energy', 'business', 'cities', 'collaboration', 'culture', 'design', 'environment', 'global issues', 'invention', 'sustainability']",1392010,107
Thom Mayne: How architecture can connect us,"Architect Thom Mayne has never been one to take the easy option, and this whistle-stop tour of the buildings he's created makes you glad for it. These are big ideas cast in material form.","['architect', 'thom', 'mayne', 'easy', 'option', 'whistle', 'stop', 'tour', 'building', 'create', 'make', 'glad', 'big', 'idea', 'cast', 'material', 'form']","['architecture', 'cities', 'culture', 'design', 'invention']",660909,50
Chris Bangle: Great cars are great art,"American designer Chris Bangle explains his philosophy that car design is an art form in its own right, with an entertaining -- and ultimately moving -- account of the BMW Group's Deep Blue project, intended to create the SUV of the future.","['american', 'designer', 'chris', 'bangle', 'explain', 'philosophy', 'car', 'design', 'art', 'form', 'right', 'entertaining', 'ultimately', 'move', 'account', 'bmw', 'group', 'deep', 'blue', 'project', 'intend', 'create', 'suv', 'future']","['art', 'business', 'cars', 'design', 'industrial design', 'invention', 'technology', 'transportation']",867495,78
"Nora York: Singing ""What I Want""","Nora York gives a stunning performance of her song ""What I Want,"" with Jamie Lawrence (keyboards), Steve Tarshis (guitar) and Arthur Kell (bass).","['nora', 'york', 'give', 'stunning', 'performance', 'song', 'want', 'jamie', 'lawrence', 'keyboards', 'steve', 'tarshis', 'guitar', 'arthur', 'kell', 'bass']","['entertainment', 'live music', 'music', 'performance', 'poetry', 'singer']",395769,40
Paul Bennett: Design is in the details,"Showing a series of inspiring, unusual and playful products, British branding and design guru Paul Bennett explains that design doesn't have to be about grand gestures, but can solve small, universal and overlooked problems.","['show', 'series', 'inspire', 'unusual', 'playful', 'product', 'british', 'branding', 'design', 'guru', 'paul', 'bennett', 'explain', 'design', 'grand', 'gesture', 'solve', 'small', 'universal', 'overlook', 'problem']","['business', 'design', 'industrial design', 'product design']",761930,27
"Vik Muniz: Art with wire, sugar, chocolate and string","Vik Muniz makes art from pretty much anything, be it shredded paper, wire, clouds or diamonds. Here he describes the thinking behind his work and takes us on a tour of his incredible images.","['vik', 'muniz', 'make', 'art', 'pretty', 'shred', 'paper', 'wire', 'cloud', 'diamond', 'describe', 'thinking', 'work', 'take', 'tour', 'incredible', 'image']","['Brazil', 'animation', 'art', 'creativity', 'design', 'illusion']",1149090,84
Nick Bostrom: A philosophical quest for our biggest problems,Oxford philosopher and transhumanist Nick Bostrom examines the future of humankind and asks whether we might alter the fundamental nature of humanity to solve our most intrinsic problems.,"['oxford', 'philosopher', 'transhumanist', 'nick', 'bostrom', 'examine', 'future', 'humankind', 'ask', 'alter', 'fundamental', 'nature', 'humanity', 'solve', 'intrinsic', 'problem']","['biotech', 'culture', 'future', 'global issues', 'happiness', 'philosophy', 'technology']",762264,131
